Timestamp,Cycle,Countdown Type,Delta 1,Delta 2,Delta 3,Delta 4,Delta 5,Delta 6,Delta 7,Delta 8,Theta 1,Theta 2,Theta 3,Theta 4,Theta 5,Theta 6,Theta 7,Theta 8,Alpha 1,Alpha 2,Alpha 3,Alpha 4,Alpha 5,Alpha 6,Alpha 7,Alpha 8,Beta 1,Beta 2,Beta 3,Beta 4,Beta 5,Beta 6,Beta 7,Beta 8,Gamma 1,Gamma 2,Gamma 3,Gamma 4,Gamma 5,Gamma 6,Gamma 7,Gamma 8
1970-01-03 12:40:31.493358,1,First Countdown,0.18961922824382782,0.14425496757030487,0.12142238020896912,0.21322406828403473,0.19692371785640717,0.13834433257579803,0.140492781996727,0.14169400930404663,0.6230466365814209,0.7796526551246643,0.38713061809539795,0.7789209485054016,0.5867105722427368,0.3477935492992401,0.536618173122406,0.5470259785652161,0.9475522041320801,0.8872153162956238,0.48713573813438416,0.8031120896339417,0.9370193481445312,0.6150345206260681,0.6587616205215454,0.6486948132514954,4.388413429260254,2.746882915496826,2.426865816116333,3.230015516281128,2.418245315551758,1.9541118144989014,2.148878574371338,2.231806993484497,2.0502126216888428,2.198561429977417,3.595280647277832,2.3353803157806396,1.6178196668624878,1.3657127618789673,1.3401168584823608,1.3553872108459473
1970-01-03 12:40:31.503358,1,First Countdown,0.1909307837486267,0.15727664530277252,0.11402137577533722,0.20826590061187744,0.19651004672050476,0.13778552412986755,0.13681179285049438,0.140492781996727,0.6155219078063965,0.7927713990211487,0.3912985324859619,0.7949060201644897,0.5782584547996521,0.3388752043247223,0.5318813323974609,0.536618173122406,0.9891627430915833,0.8763749003410339,0.4628642499446869,0.805791437625885,0.9553906917572021,0.5777664184570312,0.6611211895942688,0.6587616205215454,4.197259902954102,2.6156632900238037,2.263592004776001,3.233227252960205,2.386945962905884,1.9842171669006348,2.0868334770202637,2.148878574371338,1.9532381296157837,2.1545627117156982,3.391057014465332,2.220487117767334,1.5567145347595215,1.268447995185852,1.2816652059555054,1.3401168584823608
1970-01-03 12:40:31.513358,1,First Countdown,0.19230079650878906,0.15285515785217285,0.11100410670042038,0.20085455477237701,0.19454137980937958,0.13243751227855682,0.13047759234905243,0.13681179285049438,0.6215851306915283,0.7928728461265564,0.38555869460105896,0.8082745671272278,0.5760875344276428,0.3346233069896698,0.5292786359786987,0.5318813323974609,1.034050464630127,0.8705670237541199,0.4415971338748932,0.8582926392555237,0.9602482914924622,0.5431680083274841,0.663177490234375,0.6611211895942688,4.030694007873535,2.4855024814605713,2.1948280334472656,3.118190050125122,2.345060348510742,1.9881912469863892,2.059467315673828,2.0868334770202637,1.8620482683181763,2.1399431228637695,3.188159942626953,2.087463855743408,1.4483957290649414,1.2005125284194946,1.2421081066131592,1.2816652059555054
1970-01-03 12:40:31.523358,1,First Countdown,0.2034032940864563,0.14665374159812927,0.12348368763923645,0.18903806805610657,0.1858820617198944,0.13116669654846191,0.1285780370235443,0.13047759234905243,0.5794088840484619,0.796021044254303,0.3664804697036743,0.8217647075653076,0.5776660442352295,0.3489479422569275,0.5443519353866577,0.5292786359786987,1.0353296995162964,0.8630679845809937,0.46647781133651733,0.9073934555053711,0.9698211550712585,0.5125107169151306,0.6488922834396362,0.663177490234375,3.8660800457000732,2.3983266353607178,2.152251958847046,2.9881842136383057,2.454923152923584,2.0425198078155518,2.0132193565368652,2.059467315673828,1.8636126518249512,2.0920662879943848,2.968352794647217,1.94515860080719,1.379416584968567,1.2171660661697388,1.2860811948776245,1.2421081066131592
1970-01-03 12:40:31.533358,1,First Countdown,0.20677126944065094,0.14250871539115906,0.1475672423839569,0.17780637741088867,0.18090175092220306,0.1278734654188156,0.1465672254562378,0.1285780370235443,0.5652681589126587,0.8113004565238953,0.37159067392349243,0.8450000882148743,0.5960584878921509,0.3699778914451599,0.5208911299705505,0.5443519353866577,0.9865735769271851,0.8582661151885986,0.4633726477622986,0.9368816018104553,0.9329711198806763,0.48430517315864563,0.6145486831665039,0.6488922834396362,3.7295258045196533,2.30051589012146,2.189969778060913,2.879711151123047,2.5434203147888184,2.223578691482544,2.0340750217437744,2.0132193565368652,1.8916345834732056,2.050779104232788,2.9596853256225586,1.851973533630371,1.324074149131775,1.2855827808380127,1.3179305791854858,1.2860811948776245
1970-01-03 12:40:31.543358,1,First Countdown,0.2030206024646759,0.17193099856376648,0.16079500317573547,0.19618065655231476,0.1872083693742752,0.15127640962600708,0.15306197106838226,0.1465672254562378,0.5531853437423706,0.7674899697303772,0.37265336513519287,0.819624662399292,0.5902529358863831,0.3890807032585144,0.511871874332428,0.5208911299705505,0.9747783541679382,0.9243965148925781,0.4688986539840698,0.9970145225524902,0.8801866769790649,0.4717715382575989,0.5717023611068726,0.6145486831665039,3.5985817909240723,2.436411142349243,2.2250125408172607,2.9466400146484375,2.6604206562042236,2.3640244007110596,2.1306161880493164,2.0340750217437744,1.9263414144515991,2.021353244781494,3.03735613822937,1.8630396127700806,1.3251487016677856,1.2983307838439941,1.3554861545562744,1.3179305791854858
1970-01-03 12:40:31.553358,1,First Countdown,0.19629810750484467,0.1753460019826889,0.15642745792865753,0.20283208787441254,0.19222815334796906,0.1581866294145584,0.15381401777267456,0.15306197106838226,0.5415656566619873,0.7441050410270691,0.3731648325920105,0.8056095838546753,0.6005725860595703,0.40147531032562256,0.5122777223587036,0.511871874332428,1.0057119131088257,0.9618425369262695,0.47210773825645447,1.0422730445861816,0.8569722175598145,0.49117761850357056,0.5406152009963989,0.5717023611068726,3.4824159145355225,2.5789151191711426,2.26505708694458,3.1794967651367188,2.759221315383911,2.501553773880005,2.219857692718506,2.1306161880493164,1.9529194831848145,2.0143768787384033,3.110887289047241,1.8716219663619995,1.337646484375,1.3046985864639282,1.417719841003418,1.3554861545562744
1970-01-03 12:40:31.563358,1,First Countdown,0.19265888631343842,0.16644635796546936,0.15006981790065765,0.20514030754566193,0.19418741762638092,0.15772908926010132,0.1523141711950302,0.15381401777267456,0.5415075421333313,0.7351281642913818,0.3760129511356354,0.7992135286331177,0.6127949357032776,0.4101504981517792,0.5148011445999146,0.5122777223587036,1.0347909927368164,0.9847899675369263,0.47265520691871643,1.0775408744812012,0.8720106482505798,0.5095330476760864,0.560594379901886,0.5406152009963989,3.374995708465576,2.7112200260162354,2.3102033138275146,3.395902633666992,2.852984666824341,2.626272439956665,2.299436092376709,2.219857692718506,1.9790277481079102,2.013739824295044,3.1732661724090576,1.8731515407562256,1.405927062034607,1.3043138980865479,1.4710404872894287,1.417719841003418
1970-01-03 12:40:31.592444,1,First Countdown,0.20962540805339813,0.15649695694446564,0.1590411365032196,0.20685602724552155,0.20066899061203003,0.1542237251996994,0.16026663780212402,0.1523141711950302,0.5314512252807617,0.731377124786377,0.38248080015182495,0.7963974475860596,0.6193699836730957,0.41651713848114014,0.5080980062484741,0.5148011445999146,1.0784755945205688,1.0032185316085815,0.4914080500602722,1.1076116561889648,0.8905039429664612,0.5251609683036804,0.585989773273468,0.560594379901886,3.258493661880493,2.8299484252929688,2.3369574546813965,3.5935885906219482,2.93876051902771,2.7383267879486084,2.379471778869629,2.299436092376709,2.0166678428649902,2.0096216201782227,3.249544382095337,1.8729259967803955,1.4785664081573486,1.304447889328003,1.5283849239349365,1.4710404872894287
1970-01-03 12:40:31.602444,1,First Countdown,0.20993761718273163,0.1494586169719696,0.15763205289840698,0.20643825829029083,0.21673454344272614,0.1532190889120102,0.15646760165691376,0.16026663780212402,0.5245354175567627,0.7224909067153931,0.3770331144332886,0.7956448793411255,0.616186261177063,0.4235605299472809,0.5106543898582458,0.5080980062484741,1.1062347888946533,1.0247716903686523,0.5101669430732727,1.135079264640808,0.9172953963279724,0.5405271649360657,0.610740602016449,0.585989773273468,3.14961576461792,2.941751003265381,2.343506097793579,3.7727439403533936,3.0093441009521484,2.843874216079712,2.447359800338745,2.379471778869629,2.1194002628326416,2.006805419921875,3.339204788208008,1.8776804208755493,1.5374388694763184,1.3042691946029663,1.5917845964431763,1.5283849239349365
